customer_id,product_id,interaction_type,interaction_date
C3583,P4937,viewed,2024-10-02
C6606,P2191,purchased,2024-01-31
C1464,P3685,viewed,2024-12-02
C9339,P8007,purchased,2024-04-30
C3763,P4128,purchased,2024-08-23
C3896,P3656,purchased,2024-03-09
C6946,P4851,viewed,2024-12-13
C5310,P3518,viewed,2024-09-03
C9694,P6512,clicked,2024-01-26
C3497,P5627,purchased,2024-11-17
C5772,P4024,clicked,2024-02-24
C2389,P7231,clicked,2024-07-09
C9412,P7908,viewed,2024-10-31
C3946,P9969,viewed,2024-06-14
C4999,P2120,purchased,2024-02-18
C4883,P5766,viewed,2024-06-15
C4935,P5107,purchased,2024-07-13
C5860,P2379,clicked,2024-10-24
C5297,P9684,clicked,2024-03-26
C3365,P1406,clicked,2024-08-09
C3501,P2437,clicked,2024-10-15
C9131,P1388,purchased,2024-03-05
C5256,P9415,clicked,2024-10-25
C7048,P8755,purchased,2024-08-06
C3565,P6025,viewed,2024-06-24
C6463,P9143,viewed,2024-03-05
C7348,P3831,viewed,2024-06-02
C5955,P6741,clicked,2024-01-31
C1828,P7822,purchased,2024-02-24
C3565,P6512,clicked,2024-07-02
C5256,P4024,viewed,2024-06-05
C2389,P2437,viewed,2024-10-22
C5567,P3048,viewed,2024-03-13
C3746,P3768,purchased,2024-10-16
C5860,P6512,clicked,2024-06-18
C5607,P3408,purchased,2024-12-01
C8366,P4667,clicked,2024-05-25
C2886,P4118,clicked,2024-06-06
C2886,P2142,purchased,2024-02-07
C1464,P4848,clicked,2024-07-18
C4883,P7603,viewed,2024-11-03
C6310,P4519,viewed,2024-11-25
C6946,P4704,clicked,2024-04-06
C5256,P3787,clicked,2024-09-24
C4935,P9428,clicked,2024-03-10
C1304,P4954,viewed,2024-06-25
C3325,P2811,purchased,2024-10-09
C1648,P9120,clicked,2024-05-26
C7348,P3492,clicked,2024-11-25
C6105,P7730,clicked,2024-06-11
C9792,P9579,purchased,2024-07-30
C5458,P6553,viewed,2024-04-28
C1304,P5589,purchased,2024-12-11
C3746,P7231,purchased,2024-09-07
C3501,P5251,purchased,2024-03-05
C3893,P1214,purchased,2024-06-17
C1464,P2202,clicked,2024-04-01
C5607,P9459,purchased,2024-07-28
C3555,P4869,purchased,2024-09-08
C3261,P9459,viewed,2024-05-16
C4251,P4848,purchased,2024-02-07
C3365,P5347,clicked,2024-03-02
C3325,P5170,purchased,2024-08-20
C4830,P6787,clicked,2024-05-23
C1413,P9391,clicked,2024-04-30
C4616,P7194,purchased,2024-09-16
C6461,P2704,viewed,2024-06-16
C4616,P3687,purchased,2024-11-19
C3497,P5745,purchased,2024-01-29
C3365,P9940,clicked,2024-05-25
C6461,P1507,viewed,2024-07-15
C6310,P5222,purchased,2024-06-25
C9792,P3107,purchased,2024-01-27
C5227,P5222,clicked,2024-01-24
C9694,P4000,viewed,2024-08-17
C3746,P9193,purchased,2024-03-10
C4044,P4869,viewed,2024-08-14
C4251,P9415,viewed,2024-05-14
C1413,P4918,purchased,2024-01-10
C1166,P1089,viewed,2024-01-26
C9393,P9620,viewed,2024-12-14
C1627,P3102,purchased,2024-06-27
C7435,P1152,purchased,2024-10-07
C9694,P2119,viewed,2024-11-26
C4251,P4135,purchased,2024-12-09
C1166,P4023,clicked,2024-10-16
C6989,P7132,clicked,2024-10-01
C9338,P5710,purchased,2024-03-19
C9434,P1300,clicked,2024-02-04
C7193,P4933,clicked,2024-02-06
C2389,P7823,purchased,2024-05-13
C1304,P9239,viewed,2024-12-12
C5227,P2189,clicked,2024-04-21
C1527,P3824,purchased,2024-08-21
C2344,P2437,purchased,2024-03-18
C6310,P3958,viewed,2024-03-20
C1827,P6385,purchased,2024-08-16
C7348,P8151,purchased,2024-04-07
C3325,P4872,clicked,2024-09-09
C3497,P6959,clicked,2024-10-28
C1828,P9047,purchased,2024-12-12
C3325,P9515,purchased,2024-07-12
C9412,P9415,viewed,2024-08-28
C6463,P1087,purchased,2024-04-04
C9653,P3042,purchased,2024-04-01
C1304,P9723,purchased,2024-08-12
C1648,P4667,viewed,2024-09-04
C4799,P8677,purchased,2024-10-19
C6989,P9494,viewed,2024-11-16
C8661,P7734,purchased,2024-08-16
C4251,P3176,purchased,2024-08-04
C4940,P9800,clicked,2024-06-08
C5955,P9504,clicked,2024-04-28
C1464,P3656,clicked,2024-02-16
C3497,P1070,purchased,2024-04-27
C7647,P4851,viewed,2024-05-26
C4802,P1792,clicked,2024-06-29
C7186,P7941,clicked,2024-07-07
C9694,P8007,viewed,2024-02-03
C9339,P4937,purchased,2024-06-12
C1273,P9723,clicked,2024-09-04
C5772,P6604,purchased,2024-06-20
C3053,P5065,clicked,2024-11-03
C5458,P6342,clicked,2024-11-21
C1965,P9247,viewed,2024-02-23
C5256,P7399,clicked,2024-08-13
C9615,P8061,clicked,2024-07-03
C5458,P7483,viewed,2024-08-25
C3896,P2438,clicked,2024-07-19
C3893,P9504,purchased,2024-07-27
C4044,P2077,purchased,2024-02-23
C8847,P3539,viewed,2024-01-22
C6310,P2404,purchased,2024-11-16
C1464,P5800,viewed,2024-04-15
C3946,P4447,clicked,2024-01-06
C2344,P2149,purchased,2024-08-18
C4799,P7931,clicked,2024-08-14
C5961,P1378,purchased,2024-10-04
C3053,P1152,clicked,2024-11-29
C6105,P5800,purchased,2024-03-26
C5227,P1889,clicked,2024-07-02
C6461,P1608,viewed,2024-06-25
C5118,P5742,viewed,2024-06-05
C2447,P3602,clicked,2024-10-29
C1648,P9142,purchased,2024-03-09
C9131,P9120,clicked,2024-10-18
C4830,P5154,viewed,2024-10-15
C1304,P8092,purchased,2024-04-23
C4506,P1847,purchased,2024-12-13
C5227,P9969,purchased,2024-11-08
C9434,P5745,viewed,2024-11-02
C6105,P6966,viewed,2024-08-03
C8619,P8788,viewed,2024-05-06
C9393,P5041,clicked,2024-05-13
C7193,P5698,purchased,2024-02-18
C8847,P5294,clicked,2024-01-28
C2886,P9163,clicked,2024-04-05
C2886,P9239,purchased,2024-09-30
C4506,P3526,purchased,2024-05-06
C9615,P8915,purchased,2024-04-21
C5860,P1952,viewed,2024-04-11
C6606,P1294,viewed,2024-12-10
C3946,P4556,purchased,2024-07-26
C4830,P1214,clicked,2024-10-17
C9434,P9193,clicked,2024-11-20
C8274,P4346,clicked,2024-05-12
C3763,P2980,viewed,2024-08-19
C5955,P4519,clicked,2024-08-27
C9338,P6555,clicked,2024-05-04
C3565,P3831,clicked,2024-01-08
C8619,P5805,purchased,2024-02-28
C1438,P5605,purchased,2024-10-11
C8642,P8656,viewed,2024-03-04
C4830,P3958,viewed,2024-09-11
C9653,P1406,viewed,2024-03-18
C9653,P3152,viewed,2024-07-11
C4802,P1505,clicked,2024-12-13
C4883,P9415,clicked,2024-03-09
C1673,P6432,clicked,2024-11-30
C8433,P7813,clicked,2024-06-06
C6862,P7332,purchased,2024-11-02
C7186,P8035,purchased,2024-09-09
C4616,P9271,viewed,2024-08-27
C5772,P1546,clicked,2024-03-14
C9393,P6373,clicked,2024-10-14
C7435,P6879,viewed,2024-10-22
C1828,P4848,viewed,2024-11-14
C8847,P5209,viewed,2024-04-06
C5227,P7303,viewed,2024-02-20
C1273,P3828,purchased,2024-04-29
C1648,P6230,purchased,2024-07-20
C1673,P3679,purchased,2024-09-10
C9339,P1692,purchased,2024-06-08
C1464,P6069,purchased,2024-02-04
C9338,P9545,purchased,2024-10-22
C7193,P6067,purchased,2024-05-19
C5256,P4578,clicked,2024-12-02
C5961,P4869,purchased,2024-05-03
C3555,P4267,viewed,2024-05-22
C4935,P2575,purchased,2024-07-18
C5715,P1608,viewed,2024-09-28
C3497,P7540,purchased,2024-02-13
C1965,P3121,clicked,2024-10-28
C1673,P6975,clicked,2024-12-15
C4044,P4954,clicked,2024-11-10
C8310,P6059,viewed,2024-01-04
C5310,P2189,purchased,2024-04-01
C9131,P3014,clicked,2024-12-03
C6310,P5627,viewed,2024-02-27
C2886,P1168,clicked,2024-11-30
C3501,P1761,viewed,2024-04-27
C9304,P1948,clicked,2024-11-05
C6105,P4766,purchased,2024-07-08
C8366,P2191,purchased,2024-01-23
C3497,P8677,clicked,2024-10-06
C7318,P8839,clicked,2024-03-06
C1827,P8364,clicked,2024-07-11
C5458,P5210,clicked,2024-03-14
C5297,P9914,purchased,2024-01-17
C8310,P6741,viewed,2024-03-03
C1413,P9587,purchased,2024-11-24
C1464,P4848,clicked,2024-06-08
C3565,P8484,clicked,2024-06-21
C8642,P7812,purchased,2024-06-14
C1140,P1168,clicked,2024-07-11
C4530,P9534,clicked,2024-07-01
C1304,P2548,purchased,2024-08-09
C6310,P3650,clicked,2024-10-04
C8310,P3152,purchased,2024-11-30
C3565,P6593,clicked,2024-06-29
C4799,P7283,viewed,2024-06-30
C8433,P1214,viewed,2024-02-23
C1413,P1087,clicked,2024-03-10
C8433,P5939,viewed,2024-02-06
C3555,P9494,clicked,2024-09-18
C8661,P4954,clicked,2024-05-03
C4616,P6073,clicked,2024-01-05
C9694,P8394,clicked,2024-01-27
C4616,P7108,viewed,2024-05-05
C3816,P5209,purchased,2024-04-27
C5567,P3669,purchased,2024-04-17
C3555,P3024,purchased,2024-04-29
C3793,P8123,viewed,2024-06-25
C4506,P8739,purchased,2024-06-01
C5905,P4300,clicked,2024-11-21
C1464,P7638,viewed,2024-10-09
C5905,P8744,viewed,2024-04-02
C9694,P1960,purchased,2024-06-24
C3893,P5032,purchased,2024-11-18
C3893,P9785,clicked,2024-01-11
C3793,P3584,purchased,2024-02-16
C2344,P6025,clicked,2024-09-09
C4830,P9969,viewed,2024-07-10
C4616,P3656,purchased,2024-05-20
C4830,P3800,purchased,2024-05-31
C1166,P8788,viewed,2024-03-03
C7348,P7941,clicked,2024-08-18
C9131,P6101,viewed,2024-10-12
C3946,P7132,clicked,2024-07-10
C9792,P9863,clicked,2024-04-19
C4935,P2376,purchased,2024-01-13
C6652,P7303,purchased,2024-02-12
C1438,P4933,viewed,2024-03-24
C9434,P4281,purchased,2024-07-30
C8642,P5107,purchased,2024-06-09
C3053,P5698,clicked,2024-07-01
C5568,P5530,purchased,2024-03-19
C5715,P8913,clicked,2024-06-22
C8661,P3014,clicked,2024-02-06
C1673,P7823,viewed,2024-05-12
C6946,P6069,viewed,2024-05-20
C5912,P3319,viewed,2024-01-13
C8642,P2893,clicked,2024-02-01
C4799,P1952,purchased,2024-03-20
C9338,P1294,viewed,2024-11-03
C6946,P5211,clicked,2024-10-12
C4506,P1108,clicked,2024-07-06
C6946,P3817,viewed,2024-07-29
C3501,P7740,viewed,2024-05-05
C1673,P5362,clicked,2024-09-02
C3946,P4726,purchased,2024-10-22
C3583,P7542,viewed,2024-05-30
C6989,P1761,viewed,2024-08-13
C9412,P7730,viewed,2024-02-20
C9615,P7971,purchased,2024-06-01
C7048,P1388,purchased,2024-03-23
C5227,P5209,clicked,2024-08-01
C4935,P4281,clicked,2024-12-17
C6652,P6555,viewed,2024-05-29
C1166,P6593,viewed,2024-12-20
C3896,P3870,purchased,2024-10-04
C8661,P5384,purchased,2024-06-18
C6105,P1258,purchased,2024-09-10
C5297,P4000,viewed,2024-11-10
C1828,P1751,clicked,2024-10-04
C1827,P6025,viewed,2024-02-26
C4940,P2796,clicked,2024-03-02
C9615,P9262,purchased,2024-05-07
C8274,P2005,viewed,2024-10-08
C4506,P5800,viewed,2024-11-05
C9434,P5589,viewed,2024-07-10
C8433,P4556,clicked,2024-01-04
C3325,P1346,viewed,2024-07-21
C3793,P3828,viewed,2024-10-31
C4799,P4789,viewed,2024-11-07
C4251,P8007,viewed,2024-01-07
C7348,P7542,viewed,2024-06-26
C5860,P2747,viewed,2024-06-27
C2886,P9747,viewed,2024-05-21
C6461,P5749,clicked,2024-04-16
C3565,P5714,viewed,2024-07-14
C5955,P4922,purchased,2024-11-14
C5310,P1526,viewed,2024-05-08
C3565,P8092,viewed,2024-04-24
C1673,P4704,viewed,2024-01-16
C1965,P1847,clicked,2024-11-03
C2886,P4556,purchased,2024-05-15
C9131,P6966,viewed,2024-09-29
C1673,P2191,clicked,2024-04-19
C2886,P3824,clicked,2024-02-14
C6461,P2548,purchased,2024-07-07
C9615,P8007,purchased,2024-04-17
C1827,P3602,viewed,2024-05-21
C5567,P8915,viewed,2024-07-21
C3365,P5266,purchased,2024-08-18
C3555,P2189,clicked,2024-02-07
C3763,P8290,purchased,2024-05-21
C5118,P5514,viewed,2024-09-22
C1464,P7585,clicked,2024-10-15
C9615,P4512,clicked,2024-03-15
C8619,P5805,purchased,2024-06-11
C4616,P8082,viewed,2024-11-30
C4799,P9723,clicked,2024-11-02
C5912,P8713,purchased,2024-11-03
C9535,P5032,purchased,2024-11-26
C5955,P5728,viewed,2024-08-24
C5772,P8356,purchased,2024-09-06
C3763,P5728,viewed,2024-01-26
C4830,P3828,purchased,2024-04-28
C8310,P7748,viewed,2024-07-18
C3896,P9969,purchased,2024-07-30
C1673,P2392,viewed,2024-01-22
C3893,P4839,viewed,2024-10-19
C7647,P2893,viewed,2024-09-03
C9304,P8788,clicked,2024-12-10
C8901,P4447,purchased,2024-04-12
C1527,P3566,viewed,2024-12-15
C3583,P7931,purchased,2024-01-07
C3053,P8142,purchased,2024-04-26
C6946,P7616,viewed,2024-02-06
C7186,P9271,clicked,2024-05-17
C1965,P2457,clicked,2024-11-28
C8366,P8656,viewed,2024-08-21
C1438,P9620,purchased,2024-11-23
C7318,P9969,viewed,2024-07-29
C5961,P4279,purchased,2024-11-18
C3501,P2704,purchased,2024-04-21
C3896,P3650,clicked,2024-10-20
C3053,P7332,purchased,2024-10-06
C9792,P1889,viewed,2024-09-05
C6606,P6496,viewed,2024-03-23
C9694,P1243,clicked,2024-02-10
C8619,P6741,clicked,2024-06-24
C7647,P6966,purchased,2024-10-26
C1648,P7135,purchased,2024-11-07
C8274,P9391,clicked,2024-10-30
C9393,P1300,viewed,2024-02-18
C3365,P3620,purchased,2024-10-05
C5567,P1070,clicked,2024-03-07
C7435,P7128,viewed,2024-04-25
C1464,P1589,purchased,2024-03-29
C1413,P7542,viewed,2024-01-31
C3261,P1589,viewed,2024-06-14
C3793,P3014,purchased,2024-04-26
C1464,P8259,purchased,2024-12-20
C1166,P9143,clicked,2024-11-22
C7435,P9747,clicked,2024-06-11
C1166,P7730,purchased,2024-06-02
C3565,P8754,viewed,2024-08-07
C4883,P1372,clicked,2024-11-27
C3555,P9425,clicked,2024-01-01
C4530,P3831,purchased,2024-05-21
C5961,P4918,purchased,2024-07-28
C5912,P7332,clicked,2024-01-20
C1438,P3602,purchased,2024-04-03
C7348,P1125,clicked,2024-01-15
C4530,P3768,viewed,2024-03-29
C6105,P5052,purchased,2024-06-06
C3946,P4279,clicked,2024-06-25
C5297,P3828,purchased,2024-02-19
C3497,P9142,clicked,2024-02-27
C5256,P8092,viewed,2024-02-13
C6461,P7916,viewed,2024-08-04
C5568,P2202,clicked,2024-01-14
C4830,P4918,viewed,2024-05-23
C9412,P5589,viewed,2024-04-01
C4940,P9724,clicked,2024-10-21
C4883,P7767,clicked,2024-04-29
C9393,P4789,clicked,2024-01-20
C3583,P3539,clicked,2024-04-19
C9535,P8394,purchased,2024-01-21
C9535,P3602,viewed,2024-02-09
C8274,P1388,clicked,2024-09-02
C1827,P2257,viewed,2024-05-16
C5227,P9729,purchased,2024-03-14
C4883,P7378,viewed,2024-08-07
C4802,P6073,purchased,2024-04-17
C9304,P8713,viewed,2024-08-21
C3261,P4279,purchased,2024-10-25
C5310,P8239,viewed,2024-11-24
C8366,P3102,viewed,2024-07-02
C5955,P2379,viewed,2024-10-02
C3565,P2404,clicked,2024-01-16
C6105,P1290,viewed,2024-10-14
C4935,P9494,clicked,2024-01-25
C4935,P3319,clicked,2024-04-26
C5912,P3492,purchased,2024-11-19
C8661,P3602,viewed,2024-01-26
C1673,P3393,viewed,2024-08-09
C8310,P6067,purchased,2024-03-01
C1273,P9785,viewed,2024-08-19
C6310,P1004,clicked,2024-05-06
C5256,P4789,purchased,2024-07-10
C1413,P9391,clicked,2024-08-15
C1413,P9287,purchased,2024-02-05
C4799,P8839,purchased,2024-10-31
C5567,P7767,purchased,2024-01-18
C9304,P7730,clicked,2024-06-23
C1827,P2438,viewed,2024-10-13
C3763,P3200,clicked,2024-09-01
C8310,P9914,clicked,2024-07-30
C4799,P3620,purchased,2024-02-06
C3746,P5065,purchased,2024-11-12
C8310,P6871,clicked,2024-11-19
C8901,P8744,viewed,2024-08-31
C6463,P4789,viewed,2024-09-24
C8274,P5445,viewed,2024-09-19
C4940,P2077,viewed,2024-09-28
C4616,P8656,clicked,2024-05-16
C9653,P4599,clicked,2024-11-05
C9412,P9800,viewed,2024-10-25
C8366,P9120,clicked,2024-01-15
C4251,P8415,purchased,2024-09-13
C4251,P1531,viewed,2024-08-05
C2389,P5032,viewed,2024-10-30
C1464,P2528,purchased,2024-01-25
C5955,P6514,purchased,2024-07-29
C8661,P4599,clicked,2024-04-03
C1828,P3121,clicked,2024-04-09
C9694,P3685,clicked,2024-01-27
C4999,P7231,purchased,2024-11-12
C4883,P8484,viewed,2024-01-30
C5256,P7941,clicked,2024-01-15
C3946,P4023,purchased,2024-07-08
C4506,P7953,viewed,2024-05-21
C5905,P6959,purchased,2024-02-05
C9792,P4109,clicked,2024-12-02
C3816,P1960,purchased,2024-09-30
C3565,P5093,purchased,2024-08-08
C8642,P5032,clicked,2024-05-14
C5227,P6692,clicked,2024-09-06
C3565,P3269,clicked,2024-09-17
C5912,P3107,clicked,2024-03-16
C4251,P3102,viewed,2024-11-11
C4799,P3730,viewed,2024-11-20
C3583,P5209,viewed,2024-10-22
C7048,P4381,purchased,2024-01-30
C7318,P9587,clicked,2024-12-07
C9339,P3831,purchased,2024-08-26
C8619,P4872,viewed,2024-01-03
C6606,P3152,purchased,2024-09-27
C7186,P9247,clicked,2024-09-07
C5256,P7542,clicked,2024-11-06
C7318,P2655,purchased,2024-10-20
C6461,P6796,viewed,2024-10-31
C8274,P1378,viewed,2024-10-26
C9792,P1889,viewed,2024-10-14
C4616,P5781,clicked,2024-05-18
C6652,P6059,purchased,2024-12-10
C4883,P1547,clicked,2024-11-09
C7193,P7730,purchased,2024-06-09
C1965,P5251,clicked,2024-08-28
C3053,P9428,viewed,2024-08-14
C1527,P7931,purchased,2024-06-10
C8366,P9579,viewed,2024-06-25
C5567,P8297,clicked,2024-07-15
C8661,P1792,purchased,2024-07-01
C4506,P1152,viewed,2024-08-15
C9434,P8035,viewed,2024-10-09
C9792,P4346,purchased,2024-01-06
C8433,P8839,purchased,2024-09-08
C6463,P3685,clicked,2024-05-29
C5310,P9496,viewed,2024-05-15
C2344,P5451,viewed,2024-02-10
C5310,P5530,clicked,2024-10-02
C9653,P4334,viewed,2024-03-14
C4799,P8614,clicked,2024-12-08
C4802,P2992,clicked,2024-06-26
C9535,P6455,purchased,2024-01-11
C6606,P9193,clicked,2024-12-10
C1464,P1108,clicked,2024-03-11
C6862,P9723,viewed,2024-01-27
C9792,P9505,clicked,2024-12-05
C9131,P4954,clicked,2024-05-23
C9535,P1792,purchased,2024-07-24
C4935,P6606,clicked,2024-04-08
C1527,P5266,clicked,2024-03-08
C3583,P2824,viewed,2024-08-17
C3501,P7135,clicked,2024-09-25
C9653,P8754,clicked,2024-09-08
C1648,P9940,purchased,2024-06-12
C9653,P3152,viewed,2024-09-09
C9393,P4733,clicked,2024-01-19
C4616,P8843,clicked,2024-07-22
C4999,P7931,purchased,2024-05-21
C1273,P3229,viewed,2024-11-05
C4999,P6230,clicked,2024-07-23
C1673,P8393,purchased,2024-11-01
C3497,P9143,clicked,2024-12-04
C5256,P6025,viewed,2024-04-08
C3565,P2528,viewed,2024-04-18
C4935,P7812,purchased,2024-01-17
C8433,P1315,purchased,2024-06-26
C7435,P4908,purchased,2024-10-22
C3893,P6787,purchased,2024-07-21
C7193,P3701,clicked,2024-08-22
C4530,P8913,purchased,2024-06-22
C8366,P6449,clicked,2024-04-20
C3583,P5781,purchased,2024-07-08
C8619,P9620,viewed,2024-07-11
C4830,P1862,viewed,2024-01-29
C4999,P2992,viewed,2024-10-30
C3763,P9969,clicked,2024-08-09
C1627,P1589,viewed,2024-09-23
C1464,P5728,purchased,2024-11-26
C5607,P6959,purchased,2024-05-13
C9412,P6817,purchased,2024-08-25
C6652,P9241,viewed,2024-03-17
C8901,P5154,viewed,2024-03-08
C6862,P8713,clicked,2024-07-09
C8274,P6667,viewed,2024-02-20
C6989,P7399,clicked,2024-07-31
C4506,P6606,viewed,2024-02-07
C9615,P4918,purchased,2024-09-16
C2447,P2766,clicked,2024-06-04
C9434,P9239,viewed,2024-01-24
C4616,P2202,viewed,2024-08-20
C4802,P2606,clicked,2024-10-24
C9304,P9149,viewed,2024-01-02
C4530,P6038,viewed,2024-08-10
C6862,P5823,purchased,2024-09-04
C4799,P8575,clicked,2024-02-01
C6463,P9505,clicked,2024-07-31
C9339,P4848,viewed,2024-10-23
C1438,P7748,clicked,2024-08-30
C5567,P4959,clicked,2024-10-30
C6989,P8239,purchased,2024-05-28
C7435,P3319,clicked,2024-06-13
C5568,P6514,clicked,2024-09-30
C4251,P2077,viewed,2024-09-25
C9434,P9047,purchased,2024-09-28
C4802,P6101,viewed,2024-02-09
C7435,P8290,clicked,2024-12-05
C1828,P2119,clicked,2024-10-26
C3896,P9262,viewed,2024-09-26
C1965,P7941,purchased,2024-07-12
C1438,P2149,clicked,2024-09-28
C3565,P1718,viewed,2024-10-31
C3763,P1758,clicked,2024-07-30
C3325,P8374,clicked,2024-03-30
C9304,P3874,clicked,2024-11-17
C3365,P2778,viewed,2024-07-05
C9412,P7734,viewed,2024-03-10
C1304,P4766,purchased,2024-12-08
C5227,P1248,purchased,2024-07-30
C1304,P5742,viewed,2024-02-04
C6862,P3787,purchased,2024-05-22
C5568,P1700,viewed,2024-10-18
C5256,P9785,viewed,2024-12-20
C3763,P1546,purchased,2024-06-22
C4802,P1960,clicked,2024-09-24
C3261,P9940,viewed,2024-03-20
C5912,P5347,viewed,2024-07-18
C3565,P9949,purchased,2024-12-17
C3261,P1952,viewed,2024-04-04
C9792,P3757,clicked,2024-09-12
C1965,P2030,viewed,2024-08-19
C5227,P9553,viewed,2024-05-24
C9694,P4109,clicked,2024-07-20
C3583,P7971,viewed,2024-01-30
C9615,P3121,viewed,2024-11-04
C9434,P5729,viewed,2024-08-08
C4799,P2388,viewed,2024-03-02
C5118,P9494,viewed,2024-02-02
C1438,P6593,viewed,2024-01-29
C7435,P6645,viewed,2024-01-16
C3896,P4402,purchased,2024-07-21
C4935,P9047,purchased,2024-02-27
C6946,P8441,viewed,2024-01-19
C2886,P1258,purchased,2024-07-21
C4799,P6787,clicked,2024-12-06
C2447,P8839,clicked,2024-07-09
C7647,P5362,viewed,2024-01-07
C4935,P8092,purchased,2024-04-02
C3763,P3656,viewed,2024-01-20
C7186,P2543,clicked,2024-08-25
C7318,P2392,purchased,2024-12-19
C9131,P5659,viewed,2024-07-24
C1827,P5887,purchased,2024-02-18
C5458,P5710,clicked,2024-07-09
C1673,P7367,purchased,2024-12-09
C6606,P4962,clicked,2024-06-20
C6310,P7132,purchased,2024-08-14
C7193,P1070,purchased,2024-09-19
C1965,P6514,clicked,2024-02-26
C6862,P6311,purchased,2024-06-09
C5912,P2120,clicked,2024-05-21
C9434,P9163,clicked,2024-06-08
C5772,P6455,purchased,2024-05-27
C5961,P5211,viewed,2024-08-22
C7435,P4954,purchased,2024-03-11
C5715,P7540,clicked,2024-05-04
C1413,P1692,viewed,2024-02-14
C6652,P1378,viewed,2024-06-17
C3763,P6975,viewed,2024-03-05
C1304,P1168,viewed,2024-03-26
C6105,P8484,purchased,2024-04-19
C8642,P2796,purchased,2024-08-01
C5310,P5745,viewed,2024-06-03
C3501,P8007,purchased,2024-01-13
C4616,P3591,viewed,2024-04-04
C5227,P6385,purchased,2024-03-17
C6946,P2980,viewed,2024-09-03
C7348,P1547,viewed,2024-11-24
C4044,P1200,purchased,2024-11-28
C1304,P6514,viewed,2024-11-08
C9338,P3831,viewed,2024-05-01
C7318,P2747,viewed,2024-09-03
C3565,P6871,clicked,2024-12-14
C6862,P3701,viewed,2024-09-15
C3325,P2351,purchased,2024-01-04
C6105,P1152,purchased,2024-04-09
C2447,P6604,clicked,2024-09-12
C4883,P1700,clicked,2024-11-16
C1273,P9239,clicked,2024-04-28
C9339,P9515,purchased,2024-12-09
C7048,P7231,purchased,2024-02-12
C1438,P3408,purchased,2024-09-25
C1273,P4445,purchased,2024-12-17
C9694,P9459,viewed,2024-03-08
C7048,P6455,purchased,2024-05-16
C3583,P4118,clicked,2024-05-01
C6652,P4135,clicked,2024-09-21
C1627,P6879,clicked,2024-08-12
C4616,P2144,purchased,2024-02-20
C1827,P6427,viewed,2024-09-04
C4940,P9940,clicked,2024-10-12
C3763,P2257,purchased,2024-10-20
C3565,P1214,purchased,2024-07-25
C8433,P9047,purchased,2024-05-04
C1438,P5927,purchased,2024-11-05
C5568,P5445,viewed,2024-09-21
C1140,P7327,purchased,2024-11-15
C8433,P4602,clicked,2024-08-24
C3816,P5093,clicked,2024-04-24
C4802,P5627,viewed,2024-03-02
C4999,P8239,viewed,2024-10-23
C3946,P2893,purchased,2024-11-06
C6463,P9914,viewed,2024-03-08
C1438,P8291,purchased,2024-11-17
C1273,P6667,clicked,2024-03-27
C4830,P3014,clicked,2024-07-23
C3053,P8393,viewed,2024-12-18
C7348,P6305,clicked,2024-04-19
C1627,P9914,clicked,2024-07-15
C4616,P2444,clicked,2024-05-22
C7435,P6989,clicked,2024-01-27
C1438,P1359,purchased,2024-02-06
C1166,P1372,clicked,2024-08-14
C6463,P3701,purchased,2024-11-23
C4802,P9731,viewed,2024-06-08
C6105,P2940,clicked,2024-08-20
C3893,P4242,clicked,2024-02-04
C6105,P3107,clicked,2024-07-16
C8847,P5605,viewed,2024-04-09
C3946,P7938,clicked,2024-10-03
C1673,P3685,purchased,2024-02-20
C3583,P3566,viewed,2024-07-17
C5905,P3831,clicked,2024-11-09
C1627,P1507,viewed,2024-11-19
C4830,P7135,purchased,2024-04-20
C1166,P3817,viewed,2024-09-28
C7318,P3526,viewed,2024-05-06
C4530,P6024,purchased,2024-10-19
C8274,P7540,viewed,2024-06-12
C3325,P8755,viewed,2024-09-17
C6946,P3948,clicked,2024-10-24
C1827,P1960,clicked,2024-10-07
C3565,P7042,clicked,2024-07-15
C4883,P7813,purchased,2024-09-10
C6862,P4962,purchased,2024-07-20
C1304,P8810,viewed,2024-10-15
C4883,P9729,viewed,2024-02-21
C8274,P2376,clicked,2024-07-17
C3565,P2940,clicked,2024-11-12
C1965,P2957,clicked,2024-12-16
C3497,P7971,clicked,2024-06-09
C5227,P5823,purchased,2024-07-13
C3497,P7603,clicked,2024-02-23
C9535,P7734,viewed,2024-06-04
C3896,P5347,clicked,2024-01-07
C7186,P8053,purchased,2024-03-05
C4251,P2824,purchased,2024-01-07
C5912,P2543,purchased,2024-01-05
C5458,P7230,clicked,2024-12-20
C5905,P4061,viewed,2024-05-13
C6310,P2146,clicked,2024-04-10
C5297,P2992,clicked,2024-10-29
C3501,P8788,viewed,2024-12-21
C4999,P1152,purchased,2024-01-10
C8661,P7399,viewed,2024-11-29
C8847,P3113,viewed,2024-01-21
C9338,P1758,clicked,2024-01-13
C5772,P4000,clicked,2024-04-13
C1464,P8544,clicked,2024-05-25
C9653,P6230,viewed,2024-04-28
C7193,P6553,purchased,2024-06-18
C8366,P9262,clicked,2024-03-14
C8847,P9505,clicked,2024-01-01
C8619,P2449,viewed,2024-07-11
C5961,P1507,purchased,2024-08-31
C3365,P6975,clicked,2024-11-10
C5955,P1372,viewed,2024-04-06
C3555,P3679,clicked,2024-01-01
C9615,P1526,clicked,2024-08-08
